wykladowca;przedmiot;typ;tryb;płeć;o1;o2;o3;o4;o5;o6;o7;o8;o9;o10;Uwagi;kierunek;rok;miejsce;
Wykładowca-024;Organizacja pracy pielęgniarskiej;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-093;Badania naukowe w pielęgniarstwie;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-122;Dietetyka;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-099;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Zajęcia praktyczne;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-108;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-007;Badania naukowe w pielęgniarstwie;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-050;WDW Rola mediów we współczesnym świecie;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-018;Język obcy - język angielski;Lektorat;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-104;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-012;Organizacja pracy pielęgniarskiej;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-005;Promocja zdrowia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-032;Promocja zdrowia;Zajęcia praktyczne;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-107;Podstawowa Opieka Zdrowotna;Zajęcia praktyczne;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-078;Wychowanie fizyczne;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-106;Podstawowa opieka zdrowotna Medycyna przedszkolna;Zajęcia praktyczne;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za interesujący;;PO;2;KWI;
Wykładowca-055;Chirurgia i pielęgniarstwo chirurgiczne;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-024;Organizacja pracy pielęgniarskiej;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-074;Chirurgia i pielęgniarstwo chirurgiczne;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-122;Dietetyka;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-099;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Zajęcia praktyczne;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-108;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-080;Język obcy - język angielski;Lektorat;Stacjonarne;Mężczyzna;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Źle;Dobrze;Źle;Źle;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;2;KWI;
Wykładowca-007;Badania naukowe w pielęgniarstwie;Ćwiczenia;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-050;WDW Rola mediów we współczesnym świecie;Wykład;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;nie mam zdania;;PO;2;KWI;
Wykładowca-104;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Ćwiczenia;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-012;Organizacja pracy pielęgniarskiej;Ćwiczenia;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-005;Promocja zdrowia;Wykład;Stacjonarne;Mężczyzna;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;nie mam zdania;;PO;2;KWI;
Wykładowca-032;Promocja zdrowia;Zajęcia praktyczne;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za interesujący;;PO;2;KWI;
Wykładowca-107;Podstawowa Opieka Zdrowotna;Zajęcia praktyczne;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za interesujący;;PO;2;KWI;
Wykładowca-078;Wychowanie fizyczne;Ćwiczenia;Stacjonarne;Mężczyzna;Bardzo Źle;Źle;Bardzo Źle;Nie mam zdania/Nie wiem;Bardzo Źle;Bardzo Źle;nie mam zdania;nie zgadzam się;nie mam zdania;uważam za mało interesujący ;;PO;2;KWI;
Wykładowca-106;Podstawowa opieka zdrowotna Medycyna przedszkolna;Zajęcia praktyczne;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-055;Chirurgia i pielęgniarstwo chirurgiczne;Wykład;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za interesujący;;PO;2;KWI;
Wykładowca-024;Organizacja pracy pielęgniarskiej;Wykład;Stacjonarne;Mężczyzna;Źle;Źle;Źle;Nie mam zdania/Nie wiem;Źle;Źle;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;2;KWI;
Wykładowca-074;Chirurgia i pielęgniarstwo chirurgiczne;Ćwiczenia;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-122;Dietetyka;Wykład;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-099;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Zajęcia praktyczne;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-108;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Wykład;Stacjonarne;Mężczyzna;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-075;Chirurgia i pielęgniarstwo chirurgiczne;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-050;WDW Rola mediów we współczesnym świecie;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-018;Język obcy - język angielski;Lektorat;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;zgadzam się;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-104;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;Najciekawsze zajęcia na które uczęszczałam. Prowadzone z zaangażowaniem i WIELKĄ wiedzą.;PO;2;KWI;
Wykładowca-012;Organizacja pracy pielęgniarskiej;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-005;Promocja zdrowia;Wykład;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;2;KWI;
Wykładowca-032;Promocja zdrowia;Zajęcia praktyczne;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-107;Podstawowa Opieka Zdrowotna;Zajęcia praktyczne;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-078;Wychowanie fizyczne;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-106;Podstawowa opieka zdrowotna Medycyna przedszkolna;Zajęcia praktyczne;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-055;Chirurgia i pielęgniarstwo chirurgiczne;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-024;Organizacja pracy pielęgniarskiej;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-093;Badania naukowe w pielęgniarstwie;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-122;Dietetyka;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-099;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Zajęcia praktyczne;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-108;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-050;WDW Rola mediów we współczesnym świecie;Wykład;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-041;Badania naukowe w pielęgniarstwie;Ćwiczenia;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-018;Język obcy - język angielski;Lektorat;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-104;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Ćwiczenia;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-012;Organizacja pracy pielęgniarskiej;Ćwiczenia;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-005;Promocja zdrowia;Wykład;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-032;Promocja zdrowia;Zajęcia praktyczne;Stacjonarne;Mężczyzna;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Nie mam zdania/Nie wiem;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;2;KWI;
Wykładowca-107;Podstawowa Opieka Zdrowotna;Zajęcia praktyczne;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-078;Wychowanie fizyczne;Ćwiczenia;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;Super nauczyciel (Pani Walanczewska też była super);PO;2;KWI;
Wykładowca-106;Podstawowa opieka zdrowotna Medycyna przedszkolna;Zajęcia praktyczne;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-055;Chirurgia i pielęgniarstwo chirurgiczne;Wykład;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-024;Organizacja pracy pielęgniarskiej;Wykład;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-074;Chirurgia i pielęgniarstwo chirurgiczne;Ćwiczenia;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-122;Dietetyka;Wykład;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-099;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Zajęcia praktyczne;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-108;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Wykład;Stacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-041;Badania naukowe w pielęgniarstwie;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za interesujący;;PO;2;KWI;
Wykładowca-015;WDW Marketing w internecie;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-104;Położnictwo  ginekologia i pielęgniarstwo położniczo - ginekologiczne;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;2;KWI;
Wykładowca-012;Organizacja pracy pielęgniarskiej;Ćwiczenia;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;nie mam zdania;uważam za interesujący;;PO;2;KWI;
Wykładowca-005;Promocja zdrowia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za interesujący;;PO;2;KWI;
Wykładowca-032;Promocja zdrowia;Zajęcia praktyczne;Stacjonarne;Kobieta;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-107;Podstawowa Opieka Zdrowotna;Zajęcia praktyczne;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-078;Wychowanie fizyczne;Ćwiczenia;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;nie mam zdania;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-106;Podstawowa opieka zdrowotna Medycyna przedszkolna;Zajęcia praktyczne;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
Wykładowca-055;Chirurgia i pielęgniarstwo chirurgiczne;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;2;KWI;
